gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	chr_hg19	tss_hg19
AP1B1P1	ENSG00000234479	22	32121977	32133469	+	32121977	chr22	32517964
Z83839.1	ENSG00000237439	22	32129689	32130612	+	32129689	chr22	32525676
AP1B1P2	ENSG00000232707	22	32134028	32134133	+	32134028	chr22	32530015
Z83839.2	ENSG00000239674	22	32141267	32143272	+	32141267	chr22	32537254
C22orf42	ENSG00000205856	22	32149006	32159322	-	32159322	chr22	32555309
AL008723.2	ENSG00000230120	22	32159454	32160392	-	32160392	chr22	32556379
RFPL3-AS1_1	ENSG00000275656	22	32188400	32188487	-	32188487	chr22	32584474
RFPL2	ENSG00000128253	22	32190435	32203477	-	32203477	chr22	32599464
IGLCOR22-1	ENSG00000254127	22	32199919	32200234	+	32199919	chr22	32595906
SLC5A4-AS1	ENSG00000242082	22	32205115	32269666	+	32205115	chr22	32601102
SLC5A4	ENSG00000100191	22	32218476	32255341	-	32255341	chr22	32651328
CPSF1P1	ENSG00000214076	22	32269381	32273110	+	32269381	chr22	32665368
AL008723.1	ENSG00000224050	22	32273420	32277186	+	32273420	chr22	32669407
AL008723.3	ENSG00000273325	22	32284683	32285131	+	32284683	chr22	32680670
AL021937.3	ENSG00000234626	22	32327171	32343105	-	32343105	chr22	32739092
RFPL3	ENSG00000128276	22	32354885	32361161	+	32354885	chr22	32750872
IGLCOR22-2	ENSG00000271093	22	32356676	32356988	-	32356988	chr22	32752975
RFPL3S	ENSG00000205853	22	32359906	32382052	-	32382052	chr22	32778039
RFPL3-AS1_1	ENSG00000274617	22	32362972	32363059	+	32362972	chr22	32758959
RFPL3-AS1_2	ENSG00000274170	22	32368497	32368567	+	32368497	chr22	32764484
AL021937.1	ENSG00000230736	22	32376664	32384343	+	32376664	chr22	32772651
IGLVIVOR22-2	ENSG00000243519	22	32376682	32377135	+	32376682	chr22	32772669
AL021937.4	ENSG00000241954	22	32383786	32385631	+	32383786	chr22	32779773
AL021937.2	ENSG00000232218	22	32386668	32386868	+	32386668	chr22	32782655
RTCB	ENSG00000100220	22	32387582	32412255	-	32412255	chr22	32808242
BPIFC	ENSG00000184459	22	32413847	32464484	-	32464484	chr22	32860471
FBXO7	ENSG00000100225	22	32474676	32498829	+	32474676	chr22	32870663
SYN3	ENSG00000185666	22	32512552	33058372	-	33058372	chr22	33454358
Z82246.1	ENSG00000236054	22	32583300	32584204	+	32583300	chr22	32979286
RNA5SP497	ENSG00000251890	22	32635102	32635198	-	32635198	chr22	33031184
Z73495.1	ENSG00000229673	22	32783177	32784982	+	32783177	chr22	33179163
TIMP3	ENSG00000100234	22	32801701	32863043	+	32801701	chr22	33197687
Z83846.1	ENSG00000228194	22	33014980	33015461	+	33014980	chr22	33410965
Z82198.1	ENSG00000228622	22	33105383	33106059	-	33106059	chr22	33502045
LINC01640	ENSG00000231253	22	33108529	33116294	+	33108529	chr22	33504515
Z82198.3	ENSG00000233632	22	33137140	33137338	+	33137140	chr22	33533126
LARGE1	ENSG00000133424	22	33162226	33922841	-	33922841	chr22	34318829
Z82198.2	ENSG00000232073	22	33164063	33166439	+	33164063	chr22	33560049
Z82173.1	ENSG00000230741	22	33320865	33322813	+	33320865	chr22	33716851
MIR4764	ENSG00000266012	22	33436582	33436669	-	33436669	chr22	33832655
SNORA50B	ENSG00000253007	22	33704786	33704920	-	33704920	chr22	34100906
SNORA50B	ENSG00000281295	22	33704786	33704922	-	33704922	chr22	34100908
LARGE-IT1	ENSG00000232081	22	33723832	33724912	-	33724912	chr22	34120898
LARGE-AS1	ENSG00000224973	22	33725014	33750843	+	33725014	chr22	34121000
Z73429.1	ENSG00000273082	22	33922422	33922766	+	33922422	chr22	34318410
LINC01643	ENSG00000236052	22	34017473	34188425	+	34017473	chr22	34413462
Z68323.1	ENSG00000224404	22	34208141	34209262	-	34209262	chr22	34605251
AL021877.1	ENSG00000235485	22	34589085	34591278	-	34591278	chr22	34987270
AL021877.2	ENSG00000280356	22	34641179	34651862	+	34641179	chr22	35037171
Z82196.1	ENSG00000234891	22	34703126	34704885	-	34704885	chr22	35100876
Z82196.2	ENSG00000237316	22	34711908	34724919	-	34724919	chr22	35120910
ISX-AS1	ENSG00000227895	22	34997719	35002862	-	35002862	chr22	35398852
ISX	ENSG00000175329	22	35066136	35087387	+	35066136	chr22	35462129
LINC01399	ENSG00000233080	22	35119824	35231056	-	35231056	chr22	35627049
Z99755.2	ENSG00000273068	22	35122661	35127419	+	35122661	chr22	35518654
Z99755.1	ENSG00000238153	22	35164304	35165347	+	35164304	chr22	35560297
RNU7-167P	ENSG00000238584	22	35249772	35249833	+	35249772	chr22	35645765
HMGXB4	ENSG00000100281	22	35257452	35295807	+	35257452	chr22	35653445
AL008635.1	ENSG00000273176	22	35298838	35299541	-	35299541	chr22	35695534
TOM1	ENSG00000100284	22	35299275	35347994	+	35299275	chr22	35695268
MIR3909	ENSG00000266320	22	35335640	35335758	+	35335640	chr22	35731633
MIR6069	ENSG00000274280	22	35336721	35336799	-	35336799	chr22	35732792
Z82244.2	ENSG00000282602	22	35372174	35372621	+	35372174	chr22	35768167
Z82244.1	ENSG00000282041	22	35376422	35377261	+	35376422	chr22	35772415
HMOX1	ENSG00000100292	22	35380361	35394214	+	35380361	chr22	35776354
MCM5	ENSG00000100297	22	35400063	35425430	+	35400063	chr22	35796056
AL022334.1	ENSG00000233388	22	35501861	35503586	-	35503586	chr22	35899633
AL022334.2	ENSG00000273044	22	35526932	35527415	+	35526932	chr22	35922979
RASD2	ENSG00000100302	22	35540868	35554001	+	35540868	chr22	35936915
MB	ENSG00000198125	22	35606764	35637951	-	35637951	chr22	36033998
AL049747.1	ENSG00000268818	22	35626988	35635134	-	35635134	chr22	36031181
APOL6	ENSG00000221963	22	35648395	35668409	+	35648395	chr22	36044442
AL049748.1	ENSG00000228587	22	35685940	35689373	+	35685940	chr22	36081987
MRPS16P3	ENSG00000226336	22	35703803	35704176	+	35703803	chr22	36099850
APOL5	ENSG00000128313	22	35717872	35729483	+	35717872	chr22	36113919
RBFOX2	ENSG00000100320	22	35738736	36028425	-	36028425	chr22	36424473
NDUFA9P1	ENSG00000237406	22	35897270	35898404	-	35898404	chr22	36294452
Z82217.1	ENSG00000279652	22	35992321	36000469	+	35992321	chr22	36388369
Z95114.4	ENSG00000279927	22	36066533	36070110	+	36066533	chr22	36462581
Z95114.1	ENSG00000279217	22	36071000	36085573	+	36071000	chr22	36467048
Z95114.2	ENSG00000279714	22	36091148	36093352	+	36091148	chr22	36487196
Z95114.3	ENSG00000279805	22	36137430	36139350	-	36139350	chr22	36535398
APOL3	ENSG00000128284	22	36140330	36166177	-	36166177	chr22	36562225
MTCO1P20	ENSG00000233764	22	36172422	36172779	+	36172422	chr22	36568470
MTCO2P20	ENSG00000231576	22	36172934	36173948	+	36172934	chr22	36568982
MTATP6P20	ENSG00000237948	22	36174261	36174822	+	36174261	chr22	36570309
MTCO3P20	ENSG00000225557	22	36175167	36175854	+	36175167	chr22	36571215
MTCYBP34	ENSG00000237129	22	36175857	36176526	+	36175857	chr22	36571905
MTND1P10	ENSG00000229088	22	36178554	36179385	+	36178554	chr22	36574602
APOL4	ENSG00000100336	22	36189124	36204840	-	36204840	chr22	36600886
APOL2	ENSG00000128335	22	36226203	36239954	-	36239954	chr22	36636000
APOL1	ENSG00000100342	22	36253010	36267530	+	36253010	chr22	36649056
MYH9	ENSG00000100345	22	36281281	36388018	-	36388018	chr22	36784063
MIR6819	ENSG00000278420	22	36286847	36286907	-	36286907	chr22	36682953
FO393418.1	ENSG00000223695	22	36388626	36396517	+	36388626	chr22	36784671
RPS15AP38	ENSG00000237668	22	36421273	36421644	-	36421644	chr22	36817689
Y_RNA	ENSG00000252225	22	36440880	36440970	-	36440970	chr22	36837015
AL022313.2	ENSG00000228719	22	36445395	36454944	-	36454944	chr22	36850991
TXN2	ENSG00000100348	22	36467036	36482030	-	36482030	chr22	36878077
FOXRED2	ENSG00000100350	22	36487190	36507101	-	36507101	chr22	36903148
EIF3D	ENSG00000100353	22	36510850	36529436	-	36529436	chr22	36925483
AL022313.1	ENSG00000188078	22	36536656	36537604	-	36537604	chr22	36933651
AL022313.3	ENSG00000229971	22	36552165	36552700	+	36552165	chr22	36948212
AL022313.4	ENSG00000261675	22	36560870	36562915	-	36562915	chr22	36958962
CACNG2	ENSG00000166862	22	36563921	36703558	-	36703558	chr22	37099603
AL049749.1	ENSG00000234688	22	36703918	36721472	+	36703918	chr22	37099963
IFT27	ENSG00000100360	22	36758202	36776256	-	36776256	chr22	37172300
PVALB	ENSG00000100362	22	36800684	36819479	-	36819479	chr22	37215523
Z82185.1	ENSG00000234979	22	36816326	36819736	+	36816326	chr22	37212370
NCF4-AS1	ENSG00000183822	22	36847372	36870441	-	36870441	chr22	37266483
NCF4	ENSG00000100365	22	36860988	36878015	+	36860988	chr22	37257030
CSF2RB	ENSG00000100368	22	36913628	36940449	+	36913628	chr22	37309670
CSF2RBP1	ENSG00000232254	22	36950529	36953723	-	36953723	chr22	37349764
LL22NC01-81G9.3	ENSG00000215403	22	36965248	36968172	+	36965248	chr22	37361289
TEX33	ENSG00000185264	22	36991120	37007841	-	37007841	chr22	37403882
TST	ENSG00000128311	22	37010859	37020183	-	37020183	chr22	37416224
Y_RNA	ENSG00000252412	22	37013225	37013319	+	37013225	chr22	37409266
MPST	ENSG00000128309	22	37019635	37029822	+	37019635	chr22	37415676
KCTD17	ENSG00000100379	22	37051736	37063390	+	37051736	chr22	37447776
RN7SKP214	ENSG00000201078	22	37055033	37055347	-	37055347	chr22	37451387
TMPRSS6	ENSG00000187045	22	37065436	37109563	-	37109563	chr22	37505603
AL022314.1	ENSG00000231467	22	37080068	37082847	+	37080068	chr22	37476108
IL2RB	ENSG00000100385	22	37125838	37175054	-	37175054	chr22	37571094
Z82188.2	ENSG00000235237	22	37166757	37182850	+	37166757	chr22	37562797
C1QTNF6	ENSG00000133466	22	37180167	37199385	-	37199385	chr22	37595425
SSTR3	ENSG00000278195	22	37204238	37212322	-	37212322	chr22	37608362
Z82188.1	ENSG00000226233	22	37215738	37215891	-	37215891	chr22	37611931
RAC2	ENSG00000128340	22	37225261	37244448	-	37244448	chr22	37640488
CYTH4	ENSG00000100055	22	37282027	37315345	+	37282027	chr22	37678068
ELFN2	ENSG00000243902	22	37339583	37427445	-	37427445	chr22	37823480
Z94160.1	ENSG00000237862	22	37352190	37354839	-	37354839	chr22	37750879
ELFN2	ENSG00000166897	22	37367960	37427470	-	37427470	chr22	37823505
Z94160.2	ENSG00000272694	22	37371684	37372858	+	37371684	chr22	37767724
MFNG	ENSG00000100060	22	37469063	37486401	-	37486401	chr22	37882439
CARD10	ENSG00000100065	22	37490362	37519542	-	37519542	chr22	37915549
AL022315.1	ENSG00000225867	22	37550026	37551735	+	37550026	chr22	37946033
CDC42EP1	ENSG00000128283	22	37560447	37569405	+	37560447	chr22	37956454
LGALS2	ENSG00000100079	22	37570246	37582616	-	37582616	chr22	37978623
Metazoa_SRP	ENSG00000273866	22	37578669	37578922	+	37578669	chr22	37974676
GGA1	ENSG00000100083	22	37608475	37633564	+	37608475	chr22	38004482
SH3BP1	ENSG00000100092	22	37634654	37666932	+	37634654	chr22	38030661
Z83844.2	ENSG00000233360	22	37641832	37658377	-	37658377	chr22	38054384
PDXP	ENSG00000241360	22	37658727	37666934	+	37658727	chr22	38054734
RN7SL385P	ENSG00000241333	22	37669464	37669739	-	37669739	chr22	38065746
LGALS1	ENSG00000100097	22	37675608	37679806	+	37675608	chr22	38071615
NOL12	ENSG00000273899	22	37681673	37693478	+	37681673	chr22	38077680
Z83844.1	ENSG00000100101	22	37686414	37726503	+	37686414	chr22	38082421
TRIOBP	ENSG00000100106	22	37697004	37776556	+	37697004	chr22	38093011
H1F0	ENSG00000189060	22	37805093	37807436	+	37805093	chr22	38201100
GCAT	ENSG00000100116	22	37807905	37817176	+	37807905	chr22	38203912
GALR3	ENSG00000128310	22	37823382	37825495	+	37823382	chr22	38219389
ANKRD54	ENSG00000100124	22	37830855	37849327	-	37849327	chr22	38245334
MIR658	ENSG00000284197	22	37844272	37844371	-	37844371	chr22	38240378
MIR659	ENSG00000207696	22	37847678	37847774	-	37847774	chr22	38243781
EIF3L	ENSG00000100129	22	37848868	37889407	+	37848868	chr22	38244875
AL022311.1	ENSG00000279738	22	37876148	37895563	+	37876148	chr22	38272155
RNU6-900P	ENSG00000207227	22	37891347	37891448	+	37891347	chr22	38287354
MICALL1	ENSG00000100139	22	37905657	37942822	+	37905657	chr22	38301664
AL031587.5	ENSG00000278948	22	37943050	37944898	+	37943050	chr22	38339057
C22orf23	ENSG00000128346	22	37943050	37953669	-	37953669	chr22	38349676
AL031587.6	ENSG00000279010	22	37948352	38002889	+	37948352	chr22	38344359
AL031587.3	ENSG00000272582	22	37950965	37951778	+	37950965	chr22	38346972
POLR2F	ENSG00000100142	22	37952607	38041915	+	37952607	chr22	38348614
MIR6820	ENSG00000284289	22	37967563	37967624	+	37967563	chr22	38363570
SOX10	ENSG00000100146	22	37970686	37987422	-	37987422	chr22	38383429
MIR4534	ENSG00000284266	22	37988794	37988853	+	37988794	chr22	38384801
AL031587.1	ENSG00000222044	22	38032165	38034228	-	38034228	chr22	38430235
AL031587.4	ENSG00000273214	22	38043230	38043920	+	38043230	chr22	38439237
PICK1	ENSG00000100151	22	38056311	38075701	+	38056311	chr22	38452318
AL031587.2	ENSG00000233739	22	38057180	38073940	-	38073940	chr22	38469947
SLC16A8	ENSG00000100156	22	38078134	38084093	-	38084093	chr22	38480100
BAIAP2L2	ENSG00000128298	22	38084889	38110670	-	38110670	chr22	38506677
AL022322.1	ENSG00000272720	22	38090127	38091559	+	38090127	chr22	38486134
PLA2G6	ENSG00000184381	22	38111495	38205690	-	38205690	chr22	38601697
AL022322.2	ENSG00000279080	22	38130216	38150612	+	38130216	chr22	38526223
MAFF	ENSG00000185022	22	38200767	38216511	+	38200767	chr22	38596774
TMEM184B	ENSG00000198792	22	38219291	38273034	-	38273034	chr22	38669040
AL020993.1	ENSG00000235246	22	38231320	38232248	+	38231320	chr22	38627326
RN7SL704P	ENSG00000241693	22	38231720	38231993	+	38231720	chr22	38627726
Metazoa_SRP	ENSG00000277385	22	38281028	38281289	-	38281289	chr22	38677295
CSNK1E	ENSG00000213923	22	38290691	38318084	-	38318084	chr22	38714089
Z98749.3	ENSG00000283900	22	38291918	38398522	-	38398522	chr22	38794527
Z98749.2	ENSG00000244627	22	38335762	38398929	-	38398929	chr22	38794934
Z98749.1	ENSG00000229955	22	38387918	38388857	-	38388857	chr22	38784862
Z97056.1	ENSG00000228620	22	38424288	38427336	+	38424288	chr22	38820293
KCNJ4	ENSG00000168135	22	38426327	38455199	-	38455199	chr22	38851205
KDELR3	ENSG00000100196	22	38468062	38483447	+	38468062	chr22	38864067
DDX17	ENSG00000100201	22	38483440	38507660	-	38507660	chr22	38903665
DMC1	ENSG00000100206	22	38518949	38570286	-	38570286	chr22	38966291
RPS29P31	ENSG00000224279	22	38574931	38575431	-	38575431	chr22	38971436
FAM227A	ENSG00000184949	22	38578120	38656629	-	38656629	chr22	39052634
CBY1	ENSG00000100211	22	38656636	38673854	+	38656636	chr22	39052641
AL021707.4	ENSG00000230912	22	38666508	38668750	-	38668750	chr22	39064755
AL021707.2	ENSG00000228274	22	38667585	38681820	-	38681820	chr22	39077825
TOMM22	ENSG00000100216	22	38681948	38685421	+	38681948	chr22	39077953
JOSD1	ENSG00000100221	22	38685543	38701556	-	38701556	chr22	39097561
GTPBP1	ENSG00000100226	22	38705723	38738299	+	38705723	chr22	39101728
PRDX3P1	ENSG00000229598	22	38722743	38723505	-	38723505	chr22	39119510
AL021707.5	ENSG00000244491	22	38734725	38738765	+	38734725	chr22	39130730
SUN2	ENSG00000100242	22	38734725	38794143	-	38794143	chr22	39190148
AL021707.3	ENSG00000230149	22	38734730	38738990	+	38734730	chr22	39130735
AL021707.8	ENSG00000273096	22	38736610	38736792	-	38736792	chr22	39132797
AL021707.1	ENSG00000225450	22	38739003	38749041	+	38739003	chr22	39135008
AL021707.6	ENSG00000272669	22	38742625	38743115	+	38742625	chr22	39138630
AL021707.7	ENSG00000273076	22	38743495	38743910	+	38743495	chr22	39139500
DNAL4	ENSG00000100246	22	38778508	38794198	-	38794198	chr22	39190203
NPTXR	ENSG00000221890	22	38818452	38843982	-	38843982	chr22	39239987
CBX6	ENSG00000183741	22	38861450	38872314	-	38872314	chr22	39268319
AL022318.1	ENSG00000235209	22	38921227	38924708	+	38921227	chr22	39317232
APOBEC3A	ENSG00000128383	22	38952741	38992778	+	38952741	chr22	39348746
APOBEC3B	ENSG00000179750	22	38982347	38992804	+	38982347	chr22	39378352
APOBEC3B-AS1	ENSG00000249310	22	38991559	38998209	-	38998209	chr22	39394214
APOBEC3C	ENSG00000244509	22	39014083	39020352	+	39014083	chr22	39410088
AL022318.4	ENSG00000284554	22	39014363	39033276	+	39014363	chr22	39410368
APOBEC3D	ENSG00000243811	22	39021113	39033276	+	39021113	chr22	39417118
APOBEC3F	ENSG00000128394	22	39040604	39053910	+	39040604	chr22	39436609
AL022318.2	ENSG00000259421	22	39070414	39070671	+	39070414	chr22	39466419
APOBEC3G	ENSG00000239713	22	39077005	39087743	+	39077005	chr22	39473010
AL031846.1	ENSG00000225720	22	39091586	39092855	+	39091586	chr22	39487591
APOBEC3H	ENSG00000100298	22	39097224	39104067	+	39097224	chr22	39493229
CBX7	ENSG00000100307	22	39120167	39152674	-	39152674	chr22	39548679
COX5BP7	ENSG00000226024	22	39120293	39120566	-	39120566	chr22	39516571
AL031846.2	ENSG00000279833	22	39133090	39136760	+	39133090	chr22	39529095
FUNDC2P4	ENSG00000227009	22	39155525	39155945	+	39155525	chr22	39551530
PDGFB	ENSG00000100311	22	39223359	39244751	-	39244751	chr22	39640756
AL031590.1	ENSG00000284633	22	39242188	39279897	+	39242188	chr22	39638193
AL022326.1	ENSG00000224794	22	39292988	39295589	+	39292988	chr22	39688993
RPL3	ENSG00000100316	22	39312882	39320389	-	39320389	chr22	39716394
SNORD83B	ENSG00000209480	22	39313819	39313911	-	39313911	chr22	39709916
SNORD83A	ENSG00000209482	22	39315213	39315307	-	39315307	chr22	39711312
SNORD43	ENSG00000263764	22	39319050	39319113	-	39319113	chr22	39715118
SYNGR1	ENSG00000100321	22	39349925	39385588	+	39349925	chr22	39745930
AL022326.2	ENSG00000280216	22	39379610	39380015	+	39379610	chr22	39775615
TAB1	ENSG00000100324	22	39399741	39437060	+	39399741	chr22	39795746
MGAT3	ENSG00000128268	22	39457344	39492194	+	39457344	chr22	39853349
MGAT3-AS1	ENSG00000227188	22	39475807	39476822	-	39476822	chr22	39872827
MIEF1	ENSG00000100335	22	39499432	39518132	+	39499432	chr22	39895437
ATF4	ENSG00000128272	22	39519695	39522685	+	39519695	chr22	39915700
RPS19BP1	ENSG00000187051	22	39529093	39532855	-	39532855	chr22	39928860
CACNA1I	ENSG00000100346	22	39570753	39689737	+	39570753	chr22	39966758
ENTHD1	ENSG00000176177	22	39743044	39893864	-	39893864	chr22	40289868
AL022319.1	ENSG00000235647	22	39750127	39751293	+	39750127	chr22	40146132
RN7SKP210	ENSG00000238875	22	39874255	39874515	-	39874515	chr22	40270519
UQCRFS1P1	ENSG00000226085	22	39875289	39876108	+	39875289	chr22	40271293
GRAP2	ENSG00000100351	22	39901082	39973721	+	39901082	chr22	40297086
Z82206.1	ENSG00000225528	22	39960397	39964718	+	39960397	chr22	40356401
FAM83F	ENSG00000133477	22	39994949	40043529	+	39994949	chr22	40390953
Z83847.1	ENSG00000261202	22	40043068	40044530	-	40044530	chr22	40440534
TNRC6B	ENSG00000100354	22	40044817	40335808	+	40044817	chr22	40440821
RPL7P52	ENSG00000228599	22	40106325	40107066	-	40107066	chr22	40503070
ADSL	ENSG00000239900	22	40346500	40390463	+	40346500	chr22	40742504
AL022238.4	ENSG00000284431	22	40346529	40410054	+	40346529	chr22	40742533
SGSM3	ENSG00000100359	22	40370591	40410289	+	40370591	chr22	40766595
AL022238.2	ENSG00000229999	22	40372664	40388290	-	40388290	chr22	40784294
MKL1	ENSG00000196588	22	40410281	40636702	-	40636702	chr22	41032706
AL022238.3	ENSG00000272834	22	40415003	40415445	+	40415003	chr22	40811007
AL022238.1	ENSG00000227413	22	40433136	40433641	+	40433136	chr22	40829140
AL031594.1	ENSG00000232564	22	40521800	40526707	+	40521800	chr22	40917804
COX6B1P3	ENSG00000172912	22	40569286	40569895	+	40569286	chr22	40965290
RPL4P6	ENSG00000230071	22	40586700	40588003	-	40588003	chr22	40984007
GAPDHP37	ENSG00000231907	22	40673484	40674451	-	40674451	chr22	41070455
MCHR1	ENSG00000128285	22	40678750	40682814	+	40678750	chr22	41074754
SLC25A17	ENSG00000100372	22	40769630	40819399	-	40819399	chr22	41215403
Z98048.1	ENSG00000230769	22	40788777	40789267	-	40789267	chr22	41185271
JTBP1	ENSG00000233603	22	40798039	40798285	+	40798039	chr22	41194043
MIR4766	ENSG00000266594	22	40813883	40813958	-	40813958	chr22	41209962
ST13	ENSG00000100380	22	40824535	40857022	-	40857022	chr22	41253026
XPNPEP3	ENSG00000196236	22	40857077	40932815	+	40857077	chr22	41253081
DNAJB7	ENSG00000172404	22	40859549	40862126	-	40862126	chr22	41258130
Metazoa_SRP	ENSG00000273979	22	40917111	40917381	+	40917111	chr22	41313115
RNU6-379P	ENSG00000200683	22	40917743	40917846	+	40917743	chr22	41313747
RBX1	ENSG00000100387	22	40951347	40973309	+	40951347	chr22	41347351
Y_RNA	ENSG00000222698	22	41045497	41045591	+	41045497	chr22	41441501
AL080243.2	ENSG00000237214	22	41064052	41064633	+	41064052	chr22	41460056
Y_RNA	ENSG00000199515	22	41065554	41065646	-	41065646	chr22	41461650
AL080243.1	ENSG00000213857	22	41074180	41075239	-	41075239	chr22	41471243
EP300	ENSG00000100393	22	41091786	41180079	+	41091786	chr22	41487790
MIR1281	ENSG00000284015	22	41092513	41092566	+	41092513	chr22	41488517
RNU6-375P	ENSG00000252859	22	41168217	41168316	+	41168217	chr22	41564221
AL035658.1	ENSG00000232754	22	41169190	41183144	-	41183144	chr22	41579148
