	mean gene expression	Enf prediction, Reference, fine-tuned
ENSG00000161692	3.492861	4.170225
ENSG00000073670	6.640218	6.467473
ENSG00000182963	3.131268	5.207421
ENSG00000131097	2.815915	3.978681
ENSG00000108883	5.574664	4.948441
ENSG00000131095	11.366294	5.058109
ENSG00000136448	6.877206	5.483853
ENSG00000131094	4.319854	5.126808
ENSG00000172992	5.400914	5.748085
ENSG00000161714	5.895188	5.242550
ENSG00000181513	4.292950	5.252573
ENSG00000186834	5.467468	6.080725
ENSG00000267121	2.558117	4.640667
ENSG00000184922	5.301836	5.021732
ENSG00000233175	2.478182	4.550842
ENSG00000006062	3.286977	4.458246
ENSG00000159314	3.619095	3.306069
ENSG00000225190	4.745179	4.269495
ENSG00000204650	4.718251	3.955909
ENSG00000120088	3.819529	4.661647
ENSG00000186868	8.748097	7.902482
ENSG00000120071	5.305536	4.317219
ENSG00000238083	2.927938	3.262289
ENSG00000073969	8.109422	5.250275
ENSG00000108379	3.518920	5.991054
ENSG00000108433	5.452523	4.963873
ENSG00000179673	2.919872	5.093994
ENSG00000263142	2.912215	5.087273
ENSG00000262879	2.421607	4.686277
ENSG00000004897	5.469648	5.299344
ENSG00000141279	6.295987	4.808558
ENSG00000108424	6.820808	4.456277
ENSG00000198933	5.984571	4.262262
ENSG00000006025	4.606285	4.202754
ENSG00000159111	5.143526	3.967871
ENSG00000141295	4.327496	3.812554
ENSG00000264920	2.167892	4.338085
ENSG00000167182	4.076704	4.882277
ENSG00000108439	3.831379	4.461737
ENSG00000108465	6.115969	4.485615
ENSG00000005243	2.320766	4.141740
ENSG00000082641	7.760196	6.450622
ENSG00000108468	6.464596	6.264371
ENSG00000002919	4.398031	4.553250
ENSG00000136436	5.520574	4.914233
ENSG00000159199	5.828743	5.221138
ENSG00000159202	6.115601	5.880331
ENSG00000159210	4.548231	4.425356
ENSG00000173868	2.355352	3.734093
ENSG00000198740	4.521660	5.092568
ENSG00000167085	5.187386	3.614766
ENSG00000182575	3.998388	5.649231
ENSG00000121067	5.607772	5.101899
ENSG00000121073	4.817221	4.077367
ENSG00000121104	2.554577	5.270558
ENSG00000136504	5.543765	5.026271
ENSG00000005884	4.738618	4.591765
ENSG00000005882	5.318961	5.675036
ENSG00000167100	5.464047	6.075823
ENSG00000108819	7.820088	5.820683
ENSG00000015532	4.144989	4.621421
ENSG00000108826	4.991896	4.733441
ENSG00000108829	5.173809	4.677843
ENSG00000167107	3.365832	3.966003
ENSG00000136457	2.284136	3.503846
ENSG00000136444	5.431976	4.220506
ENSG00000049283	2.375209	4.618180
ENSG00000006282	6.072836	5.350877
ENSG00000006283	5.159986	4.872933
ENSG00000154945	6.356494	7.359200
ENSG00000108848	7.647398	6.569984
ENSG00000141232	4.714771	5.364646
ENSG00000008294	7.214138	5.894276
ENSG00000239672	5.993074	6.036141
ENSG00000243678	6.869081	4.959470
ENSG00000011258	3.789046	4.542224
ENSG00000011260	4.338088	4.597028
ENSG00000154975	6.066718	3.553597
ENSG00000141198	2.766181	4.804472
ENSG00000166260	4.926591	4.235969
ENSG00000279059	3.697539	3.682544
ENSG00000166263	2.167380	3.945594
ENSG00000108924	7.032137	6.100121
ENSG00000108960	5.629065	4.691347
ENSG00000166292	2.183606	3.704031
ENSG00000141179	2.856912	3.863321
ENSG00000153933	5.048833	4.025370
ENSG00000121060	4.249500	3.463979
ENSG00000121058	3.606198	4.196359
ENSG00000121064	4.810528	4.480984
ENSG00000121057	5.794333	4.694172
ENSG00000153944	6.383866	5.090117
ENSG00000181610	5.240555	4.852220
ENSG00000180891	4.759847	5.038952
ENSG00000136451	4.520950	4.758994
ENSG00000264112	4.810110	3.666347
ENSG00000136450	6.358610	6.202947
ENSG00000264364	8.398228	7.237579
ENSG00000279207	3.610012	3.732011
ENSG00000011143	2.849724	4.386521
ENSG00000005379	7.870933	5.548558
ENSG00000213246	5.369001	5.137093
ENSG00000108375	2.385373	3.372730
ENSG00000108389	6.016175	4.897580
ENSG00000108387	8.200731	3.536111
ENSG00000108384	4.281810	4.285145
ENSG00000175175	4.528607	5.373325
ENSG00000108395	6.848101	6.045827
ENSG00000182628	5.083331	5.692315
ENSG00000167447	3.544925	4.185388
ENSG00000153982	3.577194	4.964149
ENSG00000175155	5.294031	6.391987
ENSG00000108406	4.564517	4.304934
ENSG00000141367	8.531327	7.257642
ENSG00000141378	3.669295	5.564846
ENSG00000062716	5.154090	4.824970
ENSG00000108423	2.515613	3.775183
ENSG00000108443	4.721403	4.064097
ENSG00000189050	2.273785	4.437974
ENSG00000068097	3.513026	3.740479
ENSG00000167434	3.763744	4.867832
ENSG00000170832	5.032895	3.955669
ENSG00000062725	5.492094	5.315101
ENSG00000170836	2.962539	5.264858
ENSG00000141376	4.972899	3.977753
ENSG00000121068	3.133351	2.422215
ENSG00000108506	3.622709	3.779161
ENSG00000108510	5.051697	5.159081
ENSG00000087995	3.276532	3.161023
ENSG00000146872	4.396058	3.899412
ENSG00000011028	3.213828	3.856581
ENSG00000170921	6.301310	4.295759
ENSG00000008283	5.645056	3.659018
ENSG00000159640	3.089954	3.771995
ENSG00000136485	6.054409	5.102535
ENSG00000136463	4.034337	3.765712
ENSG00000198909	4.381950	5.185677
ENSG00000266173	5.503535	4.440393
ENSG00000136490	4.242561	5.879716
ENSG00000108588	6.139511	5.377491
ENSG00000198231	6.652472	6.541800
ENSG00000108592	4.540327	4.404580
ENSG00000087191	6.952650	4.547261
ENSG00000108604	4.334309	4.383490
ENSG00000108622	2.365901	3.474374
ENSG00000178607	2.599508	4.244853
ENSG00000136478	6.335107	4.761915
ENSG00000261371	5.121108	4.366703
ENSG00000256525	2.140860	3.395230
ENSG00000108654	8.146848	4.565524
ENSG00000258890	4.183732	4.422311
ENSG00000108854	4.366513	4.999384
ENSG00000266820	3.235682	3.510075
ENSG00000265298	3.333790	3.505428
ENSG00000263647	2.353689	3.607067
ENSG00000214176	3.511524	4.537033
ENSG00000176809	3.886393	4.440432
ENSG00000214174	4.954399	4.045960
ENSG00000120063	4.883280	5.312101
ENSG00000108370	2.553070	3.873485
ENSG00000168646	4.149640	5.031477
ENSG00000154240	2.761808	3.084315
ENSG00000154229	7.244291	6.068266
ENSG00000075461	4.460033	5.437340
ENSG00000198265	5.171789	4.196941
ENSG00000197170	5.638471	5.196985
ENSG00000154217	6.044788	5.743401
ENSG00000130935	3.968414	4.304600
ENSG00000171634	5.601821	4.805982
ENSG00000186665	3.404374	3.151179
ENSG00000182481	4.994784	5.255100
ENSG00000278730	4.397683	3.553900
ENSG00000277476	2.331930	3.218312
ENSG00000196704	6.438151	5.333340
ENSG00000274712	3.572737	5.437089
ENSG00000141337	2.440158	3.311901
ENSG00000108932	2.933342	3.840073
ENSG00000070540	2.898636	4.484438
ENSG00000108946	8.094403	5.623987
ENSG00000141338	3.507516	4.838391
ENSG00000154258	3.479884	3.791825
ENSG00000154263	2.151012	3.267560
ENSG00000154265	4.975274	4.555531
ENSG00000153822	3.300400	4.002006
ENSG00000123700	2.430869	3.913098
ENSG00000125398	5.953865	5.390260
ENSG00000227036	3.298243	3.992303
ENSG00000133195	3.569328	3.955581
ENSG00000180616	4.971663	5.118030
ENSG00000166685	5.466117	4.635843
ENSG00000133193	3.200041	4.258146
ENSG00000141219	4.061844	4.914672
ENSG00000179604	6.404893	5.722562
ENSG00000069188	3.276214	3.245039
ENSG00000172809	7.311898	6.858534
ENSG00000246731	2.074100	4.677484
ENSG00000141540	5.315778	4.972790
ENSG00000196169	2.714983	3.695006
ENSG00000170412	3.323072	4.118038
ENSG00000172794	4.290447	4.011305
ENSG00000109062	5.712911	4.287167
ENSG00000109065	4.687118	4.595299
ENSG00000109066	3.779840	4.403339
ENSG00000161509	5.331588	5.067329
ENSG00000161513	3.048332	4.087134
ENSG00000172782	2.692383	3.981529
ENSG00000167861	6.218703	5.088386
ENSG00000109089	4.358852	5.061992
ENSG00000167862	3.529669	4.982050
ENSG00000180901	6.823166	4.891543
ENSG00000167863	6.406838	6.434001
ENSG00000125449	3.432426	3.776725
ENSG00000125458	2.734287	3.744846
ENSG00000189159	5.478242	3.416834
ENSG00000188612	6.459749	7.541730
ENSG00000125450	4.014887	4.666508
ENSG00000125447	5.544424	4.739699
ENSG00000125445	5.238596	5.019345
ENSG00000125457	3.000607	3.549001
ENSG00000125454	2.294657	3.727994
ENSG00000177885	7.158023	5.749620
ENSG00000177728	6.885488	5.598590
ENSG00000177303	5.133656	4.643745
ENSG00000182173	3.643521	4.899068
ENSG00000073350	2.390716	3.958652
ENSG00000266714	5.369926	4.302473
ENSG00000108469	4.509263	4.860000
ENSG00000161526	5.549248	4.644910
ENSG00000132470	5.046607	4.055404
ENSG00000108479	2.886893	4.172814
ENSG00000132475	7.702963	5.846432
ENSG00000132478	4.221230	5.228944
ENSG00000092929	2.587823	2.308286
ENSG00000132471	8.697610	5.447549
ENSG00000132481	4.282497	3.966462
ENSG00000141569	4.219765	4.309056
ENSG00000204316	5.298764	5.192297
ENSG00000188878	4.281629	3.803642
ENSG00000161533	5.508988	5.228458
ENSG00000257949	2.699386	5.172409
ENSG00000250506	2.753078	3.532589
ENSG00000167881	6.118578	5.259400
ENSG00000182473	6.475313	4.493276
ENSG00000141576	7.619505	5.932889
ENSG00000185262	4.217973	5.600597
ENSG00000129646	3.349937	3.384358
ENSG00000161542	4.976541	2.998318
ENSG00000175931	6.286464	5.317613
ENSG00000129667	2.840803	4.928376
ENSG00000161544	3.904295	4.131802
ENSG00000214140	2.358975	5.124848
ENSG00000163597	2.568985	5.498679
ENSG00000182534	6.662877	6.393289
ENSG00000070495	4.729707	4.938354
ENSG00000181038	3.175293	5.009797
ENSG00000161547	6.200589	6.283936
ENSG00000092931	3.553316	4.274772
ENSG00000167889	7.071576	6.033070
ENSG00000234912	3.590998	4.722138
ENSG00000129657	6.712077	4.469942
ENSG00000184640	7.017111	4.117081
ENSG00000267466	2.029621	4.531664
ENSG00000078687	5.611742	5.982871
ENSG00000141524	3.938565	4.287650
ENSG00000108639	4.489896	4.914722
ENSG00000183077	4.093082	3.945148
ENSG00000204278	3.217568	4.637662
ENSG00000184557	3.266415	3.732129
ENSG00000087157	4.380606	4.944870
ENSG00000187775	2.453123	4.295112
ENSG00000108669	5.875524	4.983120
ENSG00000055483	5.196030	4.834730
ENSG00000035862	7.317759	6.412762
ENSG00000108679	5.097849	5.403460
ENSG00000171302	4.182534	5.326617
ENSG00000173918	3.455032	4.248628
ENSG00000167280	4.899982	4.827686
ENSG00000167281	7.211755	4.886212
ENSG00000141570	2.108264	4.561520
ENSG00000141582	4.713223	5.450622
ENSG00000167291	5.793299	4.043711
ENSG00000141519	2.809679	3.931236
ENSG00000171298	5.567581	5.126468
ENSG00000141543	4.584544	4.948092
ENSG00000262580	2.057239	3.098021
ENSG00000181523	3.850346	4.064872
ENSG00000181045	4.703086	4.299557
ENSG00000173821	5.588428	4.841305
ENSG00000173818	4.401619	4.151500
ENSG00000171246	7.586554	3.963812
ENSG00000141564	5.448128	4.503217
ENSG00000176108	3.217445	4.377210
ENSG00000226137	6.108982	6.135732
ENSG00000175866	6.565563	6.861692
ENSG00000181409	7.174366	6.404379
ENSG00000141577	3.519151	3.879497
ENSG00000167302	2.691591	4.919085
ENSG00000224877	4.437615	5.029560
ENSG00000157637	5.119271	5.036425
ENSG00000262877	3.387583	5.307334
ENSG00000266074	5.259673	4.689888
ENSG00000184009	9.884730	3.978840
ENSG00000185504	4.454997	4.366223
ENSG00000182446	6.211191	3.831780
ENSG00000204237	3.417361	4.218098
ENSG00000185298	4.105883	4.250221
ENSG00000214087	4.610282	5.507502
ENSG00000185359	5.998208	5.041932
ENSG00000262814	5.051652	5.692156
ENSG00000183048	3.381550	3.967907
ENSG00000225663	6.546938	5.453676
ENSG00000185624	6.206710	5.060661
ENSG00000141522	6.428837	5.958063
ENSG00000183684	3.872588	5.846486
ENSG00000141552	5.509171	4.469626
ENSG00000185813	5.914427	5.117695
ENSG00000187531	3.448808	5.362910
ENSG00000197063	5.928373	5.236848
ENSG00000183010	2.779629	4.517021
ENSG00000185105	2.288127	4.037508
ENSG00000169696	4.493123	5.316789
ENSG00000169689	4.398022	4.492505
ENSG00000169683	3.684118	3.367899
ENSG00000169750	4.235340	5.591775
ENSG00000169738	5.674535	4.436527
ENSG00000169733	4.896680	5.737101
ENSG00000169727	6.324260	4.419916
ENSG00000169718	5.508404	4.938724
ENSG00000169710	7.679850	6.297613
ENSG00000176155	4.873021	4.394327
ENSG00000141526	2.747906	4.452724
ENSG00000141551	6.669717	6.180873
ENSG00000260563	3.312456	5.094069
ENSG00000181396	3.747377	4.065366
ENSG00000169660	3.924076	4.143850
ENSG00000178927	4.847693	4.383615
ENSG00000141562	5.584966	5.275385
ENSG00000141568	5.421338	6.081777
ENSG00000141580	6.518270	5.130446
ENSG00000141542	6.365514	6.120971
ENSG00000141560	5.523154	4.177909
ENSG00000167363	5.639230	6.045466
ENSG00000141556	5.965886	4.934205
ENSG00000175711	2.096771	4.007292
ENSG00000176845	3.446165	4.640042
ENSG00000101557	5.981534	5.885357
ENSG00000079134	4.310884	4.026925
ENSG00000158270	4.408343	3.199242
ENSG00000132199	3.282924	2.915215
ENSG00000176105	4.313827	3.898428
ENSG00000141433	3.864457	4.658068
ENSG00000101574	2.912236	3.346311
ENSG00000101596	4.849901	3.975492
ENSG00000101577	6.162718	4.954873
ENSG00000101605	3.596965	3.956279
ENSG00000101608	4.263437	4.285178
ENSG00000118680	6.864341	4.893729
ENSG00000177426	2.674870	4.181907
ENSG00000170579	7.257407	5.330034
ENSG00000263878	2.832868	4.619846
ENSG00000263753	4.774242	4.022119
ENSG00000198081	3.712311	4.938436
ENSG00000082397	7.437133	5.319383
ENSG00000206432	3.683687	4.565042
ENSG00000154655	2.609043	4.778491
ENSG00000101680	2.534460	3.556267
ENSG00000173482	5.601291	4.284004
ENSG00000206418	5.252447	6.103508
ENSG00000168502	4.868613	5.375684
ENSG00000178127	5.980174	5.914474
ENSG00000101745	5.341884	4.648495
ENSG00000128791	3.918746	4.058808
ENSG00000017797	6.135855	3.500510
ENSG00000154845	5.008326	5.190474
ENSG00000168461	7.207874	4.033492
ENSG00000101558	7.146037	6.887030
ENSG00000154856	5.476685	5.328907
ENSG00000134265	6.169032	5.730211
ENSG00000154864	2.618946	3.242039
ENSG00000141404	4.865963	4.805312
ENSG00000255112	5.173169	4.499312
ENSG00000154889	3.116452	4.301417
ENSG00000141401	2.367624	3.435873
ENSG00000176014	2.973357	4.144588
ENSG00000141385	4.974325	5.688502
ENSG00000141391	3.592784	4.761097
ENSG00000134278	5.283813	6.307316
ENSG00000128789	4.743203	6.946911
ENSG00000101624	2.308080	4.039107
ENSG00000175354	3.629257	4.525241
ENSG00000085415	5.215754	5.154777
ENSG00000101639	4.231853	3.862654
ENSG00000168675	5.589687	5.236116
ENSG00000177150	3.391638	3.995437
ENSG00000101654	5.757576	3.857645
ENSG00000175322	4.126903	3.558596
ENSG00000265787	2.514591	3.959160
ENSG00000279042	2.719792	3.978658
ENSG00000067900	4.339463	4.543470
ENSG00000141446	3.297593	4.458565
ENSG00000167088	4.829169	5.442474
ENSG00000158201	3.327864	3.623778
ENSG00000101752	5.325092	4.024007
ENSG00000101773	2.950070	4.301183
ENSG00000134508	6.216017	4.458203
ENSG00000134490	3.223363	4.048179
ENSG00000101782	4.880341	4.729143
ENSG00000141452	3.895471	4.652612
ENSG00000141458	4.890240	4.493230
ENSG00000154065	4.226469	3.534590
ENSG00000053747	3.252781	2.384009
ENSG00000168234	3.509145	4.788503
ENSG00000154040	2.600132	3.626758
ENSG00000141447	7.377585	3.579470
ENSG00000154059	4.348006	4.199418
ENSG00000198795	3.744893	3.741431
ENSG00000141380	4.993739	3.776565
ENSG00000141384	3.215879	2.979479
ENSG00000134504	5.628931	5.982556
ENSG00000171885	5.276656	7.022715
ENSG00000170558	5.782369	5.850987
ENSG00000118276	4.285251	5.574251
ENSG00000153339	5.009983	4.152895
ENSG00000134758	3.526562	4.382478
ENSG00000141441	4.108184	4.946903
ENSG00000141431	3.493570	4.789259
ENSG00000101746	4.611982	4.387978
ENSG00000134769	8.340519	5.881204
ENSG00000166974	7.684015	5.635846
ENSG00000186812	4.566584	4.804877
ENSG00000186814	4.248164	4.209128
ENSG00000257267	4.873847	4.300976
ENSG00000172466	5.808217	5.631466
ENSG00000153391	3.426422	4.353147
ENSG00000141429	4.706350	4.120555
ENSG00000141428	3.099548	3.563110
ENSG00000141425	6.665552	5.831045
ENSG00000141424	5.196503	4.289668
ENSG00000134759	5.662604	4.480893
ENSG00000134775	4.565689	5.904321
ENSG00000134779	6.425304	4.424231
ENSG00000150477	3.029718	5.059937
ENSG00000101489	7.132941	5.641851
ENSG00000078142	5.411619	4.872656
ENSG00000152214	3.463451	4.704153
ENSG00000132872	6.651542	6.167263
ENSG00000152217	4.225207	4.851540
ENSG00000141469	4.886613	3.761461
ENSG00000152223	4.754638	4.164910
ENSG00000152234	8.799465	3.735815
ENSG00000152240	2.225757	3.154909
ENSG00000152242	4.675610	4.527892
ENSG00000141622	4.853959	4.102166
ENSG00000101638	6.214485	5.247932
ENSG00000078043	5.234857	5.081673
ENSG00000167216	2.942361	5.802190
ENSG00000167220	5.291768	5.251090
ENSG00000134049	4.356555	4.597780
ENSG00000175387	5.581259	4.803486
ENSG00000184828	3.179823	4.240790
ENSG00000134030	7.230463	6.354282
ENSG00000101665	4.124124	5.488961
ENSG00000141627	4.834462	5.403988
ENSG00000177576	6.826620	6.414950
ENSG00000265681	7.598711	6.113679
ENSG00000167315	5.393818	5.196851
ENSG00000167306	2.623816	3.248636
ENSG00000141644	5.960076	4.629195
ENSG00000154832	5.179311	4.868927
ENSG00000141639	6.621768	6.375537
ENSG00000134042	6.100310	4.455312
ENSG00000082212	5.081750	5.158654
ENSG00000141642	2.276249	4.481816
ENSG00000141646	5.180984	5.138571
ENSG00000176624	4.122679	4.524170
ENSG00000187323	3.572025	3.825849
ENSG00000134046	5.000166	5.120926
ENSG00000101751	4.154258	3.984452
ENSG00000041353	4.448480	4.368232
ENSG00000166510	2.546392	2.626736
ENSG00000196628	6.900415	4.474053
ENSG00000091164	6.331934	5.415107
ENSG00000091157	5.973175	5.212162
ENSG00000177511	6.880460	6.826328
ENSG00000119547	2.400637	3.346405
ENSG00000066926	4.252926	5.221075
ENSG00000134440	7.149307	4.528273
ENSG00000081923	2.429479	3.084521
ENSG00000049759	6.302344	4.681550
ENSG00000172175	3.631065	3.661729
ENSG00000074657	6.132387	5.914502
ENSG00000166562	5.679069	5.652664
ENSG00000074695	4.881684	4.328478
ENSG00000101542	4.778393	3.568614
ENSG00000176641	3.137916	4.655788
ENSG00000197563	3.411326	4.341476
ENSG00000134444	5.158046	4.675142
ENSG00000141655	2.645816	3.767848
ENSG00000141664	4.354041	4.853334
ENSG00000081913	6.000285	4.945905
ENSG00000171791	4.454546	5.375487
ENSG00000119537	5.348598	4.489656
ENSG00000119541	4.826118	4.668131
ENSG00000166401	2.139389	3.863554
ENSG00000081138	2.442680	3.771879
ENSG00000071991	2.080658	4.254389
ENSG00000171451	3.253079	3.552360
ENSG00000166479	5.584656	4.433810
ENSG00000150636	2.110829	4.431405
ENSG00000206052	5.829845	5.039307
ENSG00000176225	2.824051	4.246072
ENSG00000170677	3.655603	5.044861
ENSG00000141668	5.858044	6.478650
ENSG00000166342	4.202600	5.820068
ENSG00000265579	4.751908	4.647183
ENSG00000263958	2.127389	5.422230
ENSG00000075336	4.454869	4.850380
ENSG00000166347	3.695550	4.179992
ENSG00000187773	3.824399	4.538116
ENSG00000133313	7.068536	4.540856
ENSG00000150656	5.119048	6.251682
ENSG00000264247	3.579603	4.515471
ENSG00000215421	3.437472	3.575463
ENSG00000180011	5.658459	4.714268
ENSG00000179981	5.322840	4.727982
ENSG00000101493	3.955658	4.628590
ENSG00000130856	4.048689	5.028209
ENSG00000197971	11.589419	4.192494
ENSG00000263146	4.125221	4.252504
ENSG00000256463	3.346945	3.838027
ENSG00000166377	4.399336	4.147497
ENSG00000131196	2.413504	3.411872
ENSG00000274828	2.317871	4.219648
ENSG00000060069	3.745997	4.132979
ENSG00000122490	6.740459	5.014454
ENSG00000226742	3.192382	4.364367
ENSG00000141759	5.812387	4.240431
ENSG00000101546	2.958514	4.041541
ENSG00000101544	4.080264	4.752914
ENSG00000178184	2.185310	4.882491
ENSG00000141934	2.860907	4.410923
ENSG00000105556	4.052142	4.682228
ENSG00000183186	5.346187	5.135522
ENSG00000129946	6.143093	5.367133
ENSG00000099866	2.532088	4.575645
ENSG00000141933	3.102713	4.983405
ENSG00000099804	5.714176	5.722432
ENSG00000172270	8.943424	3.964076
ENSG00000099822	7.071382	6.700309
ENSG00000099821	5.548558	3.987861
ENSG00000070388	2.247216	5.133327
ENSG00000070423	5.077571	5.583777
ENSG00000070404	3.997935	4.807795
ENSG00000099864	8.382622	5.959882
ENSG00000011304	4.976263	5.634284
ENSG00000129951	4.715830	5.442974
ENSG00000175221	5.498399	5.110364
ENSG00000198858	5.539426	5.312754
ENSG00000116017	2.407433	4.395618
ENSG00000065268	4.477342	4.952698
ENSG00000182087	6.497175	6.208358
ENSG00000064687	4.482353	4.226076
ENSG00000180448	3.915818	3.683119
ENSG00000099817	7.011260	5.620947
ENSG00000167468	7.470918	7.205324
ENSG00000064932	4.039298	5.148180
ENSG00000118046	5.966541	5.368245
ENSG00000099625	4.663851	7.127296
ENSG00000099624	6.444812	7.214333
ENSG00000167470	5.416352	5.782903
ENSG00000099622	8.019978	5.001492
ENSG00000228300	3.702228	4.742961
ENSG00000267372	2.929384	4.608958
ENSG00000160953	6.419519	5.711385
ENSG00000115286	5.089839	4.952798
ENSG00000130005	5.126417	5.159675
ENSG00000071626	5.270416	6.322434
ENSG00000115268	7.423636	6.467886
ENSG00000115266	7.796171	5.889407
ENSG00000119559	5.005076	4.671477
ENSG00000115257	2.851975	4.468990
ENSG00000115255	4.014759	4.466251
ENSG00000185988	2.533036	4.695418
ENSG00000181588	3.282791	4.891791
ENSG00000071655	6.904195	4.855433
ENSG00000127540	6.220949	5.899039
ENSG00000071564	4.417199	4.652852
ENSG00000079313	5.673869	4.907759
ENSG00000129911	4.876302	6.630098
